seed_param,seed_sim,condition,ID,Pro,Lid,Mep,Bup,Lid+Adr
1,1,1,1,55,70,85,75,170
1,1,1,2,45,60,80,95,165
1,1,1,3,60,75,80,85,Inf
1,1,1,4,55,65,85,115,Inf
1,1,1,5,50,80,100,120,Inf
1,1,1,6,55,60,75,100,Inf
1,1,1,7,70,55,90,155,170
1,1,1,8,80,75,85,100,Inf
1,1,1,9,70,90,80,80,Inf
1,1,1,10,45,90,100,85,Inf
1,1,1,11,75,75,90,120,Inf
1,1,1,12,65,70,105,90,Inf
1,1,1,13,75,65,90,110,Inf
1,1,1,14,65,50,70,75,170
1,1,1,15,45,60,85,100,Inf
1,1,1,16,55,65,75,95,170
1,1,1,17,65,60,80,100,Inf
1,1,1,18,50,75,75,110,Inf
1,1,1,19,60,60,75,110,Inf
1,1,1,20,65,70,80,125,Inf
1,1,1,21,50,85,70,80,Inf
1,1,1,22,70,75,70,105,Inf
1,1,1,23,45,65,80,70,150
1,1,1,24,65,60,65,120,Inf
1,1,1,25,80,55,85,105,150
1,1,1,26,45,60,80,120,Inf
1,1,1,27,55,55,90,130,155
1,1,1,28,55,75,70,90,Inf
1,1,1,29,70,45,80,110,130
1,1,1,30,65,55,90,100,170
1,1,1,31,60,50,70,105,150
1,1,1,32,60,65,85,105,175
1,1,1,33,90,60,80,120,170
1,1,1,34,45,65,75,115,175
1,1,1,35,60,60,75,90,145
1,1,1,36,50,60,70,130,180
1,1,1,37,50,55,100,90,155
1,1,1,38,60,55,115,105,150
1,1,1,39,30,60,90,85,Inf
1,1,1,40,60,80,80,95,Inf
1,1,1,41,45,60,70,130,180
1,1,1,42,65,75,85,135,Inf
1,1,1,43,50,65,80,120,180
1,1,1,44,85,80,100,105,Inf
1,1,1,45,45,65,60,95,Inf
1,1,1,46,85,65,95,110,Inf
1,1,1,47,60,70,80,100,Inf
1,1,1,48,65,75,80,85,Inf
1,1,1,49,40,70,110,110,Inf
1,1,1,50,60,70,75,120,Inf
1,1,1,51,45,50,80,100,145
1,1,1,52,50,70,75,100,Inf
1,1,1,53,60,80,85,65,Inf
1,1,1,54,50,55,80,105,140
1,1,1,55,75,80,60,100,Inf
1,1,1,56,70,45,80,85,115
1,1,1,57,55,75,60,105,Inf
1,1,1,58,45,100,100,95,Inf
1,1,1,59,70,65,80,75,Inf
1,1,1,60,55,65,70,110,165
1,1,1,61,90,90,70,90,Inf
1,1,1,62,70,55,170,70,175
1,1,1,63,55,70,70,110,Inf
1,1,1,64,60,55,75,95,135
1,1,1,65,65,70,75,120,Inf
1,1,1,66,55,60,80,105,170
1,1,1,67,50,65,95,75,Inf
1,1,1,68,50,55,80,105,155
1,1,1,69,35,60,70,100,Inf
1,1,1,70,60,65,60,105,Inf
1,1,1,71,60,80,85,110,Inf
1,1,1,72,70,60,100,100,165
1,1,1,73,40,55,120,140,135
1,1,1,74,55,50,75,90,165
1,1,1,75,40,80,90,85,Inf
1,1,1,76,60,45,70,105,145
1,1,1,77,30,60,110,100,165
1,1,1,78,50,65,105,125,Inf
1,1,1,79,50,90,65,100,Inf
1,1,1,80,70,65,75,105,Inf
1,1,1,81,80,60,75,100,Inf
1,1,1,82,80,65,85,100,Inf
1,1,1,83,55,80,85,90,Inf
1,1,1,84,90,90,80,115,Inf
1,1,1,85,60,70,80,110,Inf
1,1,1,86,45,70,80,100,Inf
1,1,1,87,35,75,80,105,Inf
1,1,1,88,80,90,80,100,Inf
1,1,1,89,85,100,100,130,Inf
1,1,1,90,55,90,85,145,Inf
1,1,1,91,40,65,55,100,Inf
1,1,1,92,50,65,80,80,180
1,1,1,93,40,60,95,110,Inf
1,1,1,94,100,95,65,100,Inf
1,1,1,95,95,75,90,125,Inf
1,1,1,96,45,70,100,105,Inf
1,1,1,97,75,80,85,110,Inf
1,1,1,98,40,70,70,85,Inf
1,1,1,99,45,75,75,115,Inf
1,1,1,100,50,55,75,130,145
1,1,2,1,55,60,85,85,175
1,1,2,2,45,55,90,100,160
1,1,2,3,60,65,65,85,Inf
1,1,2,4,50,80,95,115,Inf
1,1,2,5,55,65,90,110,Inf
1,1,2,6,50,60,75,85,180
1,1,2,7,65,60,80,145,175
1,1,2,8,75,75,80,110,Inf
1,1,2,9,65,85,100,75,Inf
1,1,2,10,45,80,80,90,Inf
1,1,2,11,65,80,80,115,Inf
1,1,2,12,55,85,105,90,Inf
1,1,2,13,65,70,80,105,Inf
1,1,2,14,80,65,70,90,160
1,1,2,15,40,65,90,100,Inf
1,1,2,16,55,65,75,105,Inf
1,1,2,17,75,60,90,90,170
1,1,2,18,55,65,75,100,Inf
1,1,2,19,65,60,80,105,Inf
1,1,2,20,85,75,85,140,Inf
1,1,2,21,45,95,70,75,Inf
1,1,2,22,55,65,60,95,Inf
1,1,2,23,45,70,70,75,155
1,1,2,24,50,55,60,120,Inf
1,1,2,25,80,55,100,115,160
1,1,2,26,45,50,75,115,Inf
1,1,2,27,55,50,105,115,140
1,1,2,28,50,85,70,95,Inf
1,1,2,29,70,50,75,100,170
1,1,2,30,65,50,80,95,150
1,1,2,31,55,45,70,110,130
1,1,2,32,55,55,85,115,160
1,1,2,33,85,65,70,110,165
1,1,2,34,40,65,80,135,Inf
1,1,2,35,55,50,70,100,145
1,1,2,36,55,60,65,110,Inf
1,1,2,37,50,45,105,105,160
1,1,2,38,45,50,85,100,140
1,1,2,39,30,65,95,95,Inf
1,1,2,40,65,65,75,100,Inf
1,1,2,41,50,55,75,120,160
1,1,2,42,65,85,80,135,Inf
1,1,2,43,50,60,85,100,160
1,1,2,44,75,75,75,120,Inf
1,1,2,45,55,70,60,90,Inf
1,1,2,46,80,65,90,110,165
1,1,2,47,55,70,80,95,Inf
1,1,2,48,70,75,70,80,Inf
1,1,2,49,35,75,95,100,Inf
1,1,2,50,50,60,80,135,175
1,1,2,51,40,50,75,95,140
1,1,2,52,65,70,85,95,Inf
1,1,2,53,50,60,90,65,170
1,1,2,54,45,50,85,115,135
1,1,2,55,75,70,70,115,Inf
1,1,2,56,65,45,65,75,95
1,1,2,57,50,70,60,105,Inf
1,1,2,58,45,115,90,100,Inf
1,1,2,59,75,85,85,80,Inf
1,1,2,60,50,65,75,130,Inf
1,1,2,61,80,95,80,90,Inf
1,1,2,62,75,60,135,60,Inf
1,1,2,63,60,75,75,105,Inf
1,1,2,64,60,45,75,90,125
1,1,2,65,70,75,80,120,Inf
1,1,2,66,75,60,80,110,145
1,1,2,67,55,65,100,80,165
1,1,2,68,50,60,75,110,180
1,1,2,69,35,60,95,90,Inf
1,1,2,70,60,70,55,110,Inf
1,1,2,71,60,70,85,100,Inf
1,1,2,72,70,60,105,80,170
1,1,2,73,40,70,120,125,155
1,1,2,74,65,55,80,90,175
1,1,2,75,45,70,90,80,Inf
1,1,2,76,60,55,65,90,125
1,1,2,77,25,55,110,90,180
1,1,2,78,70,75,90,115,Inf
1,1,2,79,45,100,75,95,Inf
1,1,2,80,65,85,75,115,Inf
1,1,2,81,75,60,95,95,165
1,1,2,82,80,60,80,95,170
1,1,2,83,60,65,85,75,Inf
1,1,2,84,85,100,80,100,Inf
1,1,2,85,55,75,75,110,Inf
1,1,2,86,40,75,75,95,Inf
1,1,2,87,25,65,70,100,Inf
1,1,2,88,85,90,75,100,Inf
1,1,2,89,85,95,90,130,Inf
1,1,2,90,50,80,95,150,Inf
1,1,2,91,45,75,60,115,Inf
1,1,2,92,45,65,85,80,Inf
1,1,2,93,35,55,75,115,160
1,1,2,94,90,100,70,105,Inf
1,1,2,95,90,95,85,125,Inf
1,1,2,96,65,90,95,110,Inf
1,1,2,97,70,85,80,110,Inf
1,1,2,98,40,75,85,90,Inf
1,1,2,99,50,70,75,105,Inf
1,1,2,100,55,50,65,140,140
1,1,3,1,55,60,85,95,Inf
1,1,3,2,45,55,85,85,165
1,1,3,3,60,70,65,80,175
1,1,3,4,60,65,80,125,Inf
1,1,3,5,55,65,100,120,Inf
1,1,3,6,55,55,80,100,175
1,1,3,7,75,60,95,130,180
1,1,3,8,80,85,85,105,Inf
1,1,3,9,70,80,100,90,Inf
1,1,3,10,60,75,75,95,Inf
1,1,3,11,65,75,85,125,Inf
1,1,3,12,45,85,110,115,Inf
1,1,3,13,65,80,80,110,Inf
1,1,3,14,70,65,70,90,Inf
1,1,3,15,45,75,85,110,Inf
1,1,3,16,65,75,80,105,175
1,1,3,17,60,60,80,100,Inf
1,1,3,18,55,85,70,95,Inf
1,1,3,19,60,65,70,105,Inf
1,1,3,20,70,70,85,130,Inf
1,1,3,21,45,70,65,90,Inf
1,1,3,22,60,65,65,85,Inf
1,1,3,23,35,55,70,65,150
1,1,3,24,40,60,75,105,170
1,1,3,25,70,60,95,125,170
1,1,3,26,40,65,70,100,Inf
1,1,3,27,50,55,90,100,165
1,1,3,28,50,70,65,100,Inf
1,1,3,29,65,50,70,100,170
1,1,3,30,55,55,95,110,170
1,1,3,31,55,55,70,100,145
1,1,3,32,50,60,80,110,160
1,1,3,33,80,75,80,115,Inf
1,1,3,34,50,65,80,115,175
1,1,3,35,45,50,70,90,150
1,1,3,36,50,60,80,130,Inf
1,1,3,37,60,55,90,95,160
1,1,3,38,50,60,85,100,145
1,1,3,39,35,55,85,70,160
1,1,3,40,65,75,80,90,Inf
1,1,3,41,50,70,80,120,Inf
1,1,3,42,60,75,80,125,Inf
1,1,3,43,60,65,75,100,180
1,1,3,44,110,110,95,150,Inf
1,1,3,45,40,55,55,75,155
1,1,3,46,85,85,90,130,175
1,1,3,47,60,65,75,95,Inf
1,1,3,48,55,75,75,85,Inf
1,1,3,49,40,60,95,100,175
1,1,3,50,70,75,75,120,Inf
1,1,3,51,40,40,75,100,130
1,1,3,52,50,65,85,90,Inf
1,1,3,53,55,70,85,75,180
1,1,3,54,45,60,75,110,150
1,1,3,55,70,75,80,125,Inf
1,1,3,56,60,45,65,80,125
1,1,3,57,55,70,70,115,Inf
1,1,3,58,60,90,100,115,Inf
1,1,3,59,60,70,70,80,Inf
1,1,3,60,60,70,80,110,Inf
1,1,3,61,85,90,85,100,Inf
1,1,3,62,65,65,135,90,170
1,1,3,63,55,65,75,120,Inf
1,1,3,64,55,50,70,90,135
1,1,3,65,60,70,80,110,Inf
1,1,3,66,55,55,80,115,180
1,1,3,67,60,65,90,85,Inf
1,1,3,68,45,55,90,100,180
1,1,3,69,40,65,90,85,Inf
1,1,3,70,55,80,65,115,Inf
1,1,3,71,65,80,70,115,Inf
1,1,3,72,55,60,100,110,180
1,1,3,73,50,60,105,155,Inf
1,1,3,74,50,50,75,95,130
1,1,3,75,50,70,100,90,Inf
1,1,3,76,65,50,60,80,140
1,1,3,77,40,65,100,80,175
1,1,3,78,55,70,125,140,Inf
1,1,3,79,65,90,70,100,Inf
1,1,3,80,75,70,100,125,Inf
1,1,3,81,75,70,80,105,Inf
1,1,3,82,85,55,80,95,180
1,1,3,83,55,75,90,80,Inf
1,1,3,84,80,95,90,140,Inf
1,1,3,85,65,70,75,115,Inf
1,1,3,86,45,75,80,100,Inf
1,1,3,87,40,60,70,90,180
1,1,3,88,70,80,75,115,Inf
1,1,3,89,90,125,110,150,Inf
1,1,3,90,65,110,85,140,Inf
1,1,3,91,50,70,60,95,Inf
1,1,3,92,45,70,80,90,Inf
1,1,3,93,35,60,70,85,150
1,1,3,94,100,85,75,110,Inf
1,1,3,95,115,95,105,125,Inf
1,1,3,96,55,85,100,115,Inf
1,1,3,97,75,90,85,120,Inf
1,1,3,98,45,75,70,70,Inf
1,1,3,99,55,70,70,135,Inf
1,1,3,100,50,60,70,125,155
1,1,4,1,55,70,95,90,Inf
1,1,4,2,45,55,75,90,145
1,1,4,3,60,70,70,75,155
1,1,4,4,55,80,85,125,Inf
1,1,4,5,55,80,110,120,Inf
1,1,4,6,50,65,80,95,Inf
1,1,4,7,70,60,95,140,145
1,1,4,8,80,85,90,100,Inf
1,1,4,9,65,90,90,95,Inf
1,1,4,10,50,75,75,95,Inf
1,1,4,11,60,75,85,120,Inf
1,1,4,12,55,90,85,100,Inf
1,1,4,13,65,75,90,105,Inf
1,1,4,14,70,60,65,80,175
1,1,4,15,55,65,80,100,Inf
1,1,4,16,60,75,90,110,155
1,1,4,17,65,60,85,95,Inf
1,1,4,18,55,65,75,85,Inf
1,1,4,19,60,60,70,100,170
1,1,4,20,85,80,90,140,Inf
1,1,4,21,50,80,75,75,Inf
1,1,4,22,50,70,60,90,Inf
1,1,4,23,35,45,65,65,170
1,1,4,24,40,60,70,100,175
1,1,4,25,85,70,85,120,180
1,1,4,26,30,80,75,130,Inf
1,1,4,27,50,55,90,115,175
1,1,4,28,55,65,75,100,Inf
1,1,4,29,65,55,70,105,150
1,1,4,30,65,55,90,100,175
1,1,4,31,55,50,65,100,130
1,1,4,32,55,60,90,105,165
1,1,4,33,90,60,80,115,Inf
1,1,4,34,40,55,90,115,160
1,1,4,35,50,50,70,90,155
1,1,4,36,50,55,70,110,175
1,1,4,37,45,55,100,105,130
1,1,4,38,60,50,80,100,135
1,1,4,39,30,55,85,95,140
1,1,4,40,60,65,75,95,Inf
1,1,4,41,45,55,70,115,180
1,1,4,42,55,90,90,130,Inf
1,1,4,43,55,55,85,100,Inf
1,1,4,44,110,105,100,150,Inf
1,1,4,45,40,70,60,80,165
1,1,4,46,90,65,85,110,170
1,1,4,47,55,80,70,105,Inf
1,1,4,48,55,85,75,85,Inf
1,1,4,49,40,60,90,110,Inf
1,1,4,50,70,65,70,115,Inf
1,1,4,51,45,40,75,100,125
1,1,4,52,50,70,75,85,Inf
1,1,4,53,55,65,85,65,170
1,1,4,54,55,60,75,95,150
1,1,4,55,80,70,85,125,Inf
1,1,4,56,60,40,70,75,105
1,1,4,57,50,75,60,115,Inf
1,1,4,58,60,90,100,110,Inf
1,1,4,59,70,65,80,85,Inf
1,1,4,60,75,60,95,120,Inf
1,1,4,61,85,100,95,100,Inf
1,1,4,62,80,70,120,85,175
1,1,4,63,60,70,70,120,Inf
1,1,4,64,50,50,75,90,135
1,1,4,65,70,80,70,105,180
1,1,4,66,65,55,85,105,165
1,1,4,67,45,55,100,80,Inf
1,1,4,68,55,55,75,110,Inf
1,1,4,69,40,65,90,95,Inf
1,1,4,70,55,70,60,105,Inf
1,1,4,71,65,95,70,120,Inf
1,1,4,72,65,70,90,120,160
1,1,4,73,50,55,110,135,170
1,1,4,74,55,60,70,85,145
1,1,4,75,50,70,90,85,Inf
1,1,4,76,50,45,65,85,135
1,1,4,77,30,65,95,75,150
1,1,4,78,70,75,120,130,Inf
1,1,4,79,50,85,65,100,Inf
1,1,4,80,70,80,85,130,Inf
1,1,4,81,85,60,85,100,Inf
1,1,4,82,70,65,90,95,180
1,1,4,83,60,65,80,85,Inf
1,1,4,84,75,90,90,130,Inf
1,1,4,85,65,75,75,115,Inf
1,1,4,86,45,75,80,105,180
1,1,4,87,30,65,85,100,Inf
1,1,4,88,75,80,75,115,Inf
1,1,4,89,90,100,120,130,Inf
1,1,4,90,65,90,85,165,Inf
1,1,4,91,40,75,60,125,Inf
1,1,4,92,45,60,80,85,170
1,1,4,93,35,60,75,100,155
1,1,4,94,105,120,70,105,Inf
1,1,4,95,120,95,100,130,Inf
1,1,4,96,55,80,90,130,Inf
1,1,4,97,60,110,75,110,Inf
1,1,4,98,35,60,75,95,180
1,1,4,99,50,75,80,105,Inf
1,1,4,100,60,55,65,105,165
1,2,1,1,65,65,100,85,170
1,2,1,2,55,60,80,95,170
1,2,1,3,70,60,65,80,Inf
1,2,1,4,45,75,90,115,Inf
1,2,1,5,50,75,105,115,Inf
1,2,1,6,65,60,85,100,Inf
1,2,1,7,65,50,75,140,170
1,2,1,8,110,70,85,110,Inf
1,2,1,9,60,100,85,85,Inf
1,2,1,10,45,65,85,95,Inf
1,2,1,11,65,70,95,130,180
1,2,1,12,70,65,95,80,Inf
1,2,1,13,60,85,80,105,180
1,2,1,14,65,80,75,85,165
1,2,1,15,45,75,100,100,Inf
1,2,1,16,55,55,80,105,Inf
1,2,1,17,60,60,80,95,180
1,2,1,18,50,75,70,95,Inf
1,2,1,19,65,60,80,95,Inf
1,2,1,20,65,70,85,150,Inf
1,2,1,21,50,80,70,80,Inf
1,2,1,22,60,65,65,105,Inf
1,2,1,23,40,70,65,70,145
1,2,1,24,40,65,65,110,180
1,2,1,25,80,50,90,110,160
1,2,1,26,45,110,75,115,Inf
1,2,1,27,55,60,85,110,165
1,2,1,28,55,75,75,90,Inf
1,2,1,29,70,60,75,105,165
1,2,1,30,75,55,85,110,180
1,2,1,31,50,55,80,110,155
1,2,1,32,65,55,90,105,180
1,2,1,33,80,60,80,115,Inf
1,2,1,34,35,55,75,120,180
1,2,1,35,60,70,65,90,135
1,2,1,36,45,70,65,130,Inf
1,2,1,37,50,50,90,95,140
1,2,1,38,55,55,100,90,155
1,2,1,39,30,60,90,105,125
1,2,1,40,60,80,75,100,Inf
1,2,1,41,35,55,65,125,165
1,2,1,42,65,80,75,125,Inf
1,2,1,43,55,70,80,105,Inf
1,2,1,44,85,80,95,95,Inf
1,2,1,45,50,70,65,85,Inf
1,2,1,46,85,75,75,105,Inf
1,2,1,47,60,65,70,85,Inf
1,2,1,48,50,75,75,70,Inf
1,2,1,49,35,60,110,105,170
1,2,1,50,60,60,75,130,Inf
1,2,1,51,55,50,85,95,140
1,2,1,52,55,70,75,100,Inf
1,2,1,53,65,70,95,65,Inf
1,2,1,54,45,50,80,120,145
1,2,1,55,75,70,65,110,Inf
1,2,1,56,65,45,70,85,115
1,2,1,57,50,75,65,100,Inf
1,2,1,58,45,95,100,100,Inf
1,2,1,59,55,70,80,80,Inf
1,2,1,60,55,60,85,120,Inf
1,2,1,61,75,100,85,90,Inf
1,2,1,62,70,60,135,55,Inf
1,2,1,63,60,75,70,110,Inf
1,2,1,64,60,45,80,95,150
1,2,1,65,65,70,80,105,Inf
1,2,1,66,65,50,80,110,175
1,2,1,67,65,65,115,75,180
1,2,1,68,50,65,75,100,165
1,2,1,69,35,65,90,95,Inf
1,2,1,70,60,85,75,105,Inf
1,2,1,71,75,85,80,110,Inf
1,2,1,72,80,60,75,130,150
1,2,1,73,45,60,95,145,150
1,2,1,74,45,55,80,100,160
1,2,1,75,35,80,100,85,Inf
1,2,1,76,60,50,65,90,150
1,2,1,77,45,60,140,85,170
1,2,1,78,55,70,90,120,Inf
1,2,1,79,60,70,65,100,Inf
1,2,1,80,80,70,85,115,Inf
1,2,1,81,80,65,80,95,Inf
1,2,1,82,75,60,85,100,Inf
1,2,1,83,65,65,80,80,Inf
1,2,1,84,75,95,80,105,Inf
1,2,1,85,60,70,80,115,Inf
1,2,1,86,45,65,70,110,Inf
1,2,1,87,35,65,70,105,Inf
1,2,1,88,75,100,70,105,Inf
1,2,1,89,85,100,120,140,Inf
1,2,1,90,55,110,80,150,Inf
1,2,1,91,55,80,60,110,Inf
1,2,1,92,50,60,100,80,Inf
1,2,1,93,35,60,85,95,175
1,2,1,94,65,80,60,105,Inf
1,2,1,95,95,85,85,115,Inf
1,2,1,96,55,70,90,130,Inf
1,2,1,97,70,95,70,110,Inf
1,2,1,98,35,90,75,80,Inf
1,2,1,99,45,70,80,130,Inf
1,2,1,100,55,50,70,120,170
1,2,2,1,65,70,90,70,170
1,2,2,2,50,60,80,90,160
1,2,2,3,65,80,80,75,Inf
1,2,2,4,50,80,90,120,Inf
1,2,2,5,45,70,115,115,Inf
1,2,2,6,60,65,75,100,Inf
1,2,2,7,60,50,95,110,170
1,2,2,8,105,95,85,110,Inf
1,2,2,9,70,110,90,80,Inf
1,2,2,10,50,80,80,90,Inf
1,2,2,11,80,70,70,115,Inf
1,2,2,12,70,75,95,85,Inf
1,2,2,13,65,60,80,115,Inf
1,2,2,14,60,65,65,85,Inf
1,2,2,15,35,75,85,115,Inf
1,2,2,16,65,55,85,95,Inf
1,2,2,17,70,60,95,95,180
1,2,2,18,50,80,70,100,Inf
1,2,2,19,60,60,75,105,Inf
1,2,2,20,65,70,80,135,Inf
1,2,2,21,45,105,70,80,Inf
1,2,2,22,65,65,50,100,175
1,2,2,23,40,65,75,80,145
1,2,2,24,50,60,65,115,175
1,2,2,25,85,55,80,110,145
1,2,2,26,45,100,70,110,Inf
1,2,2,27,50,55,75,110,165
1,2,2,28,55,80,70,110,Inf
1,2,2,29,70,50,70,100,160
1,2,2,30,70,50,90,105,165
1,2,2,31,60,55,70,110,130
1,2,2,32,55,55,105,130,160
1,2,2,33,90,55,75,110,160
1,2,2,34,35,60,80,120,145
1,2,2,35,55,60,75,100,130
1,2,2,36,50,65,70,130,175
1,2,2,37,55,55,80,90,150
1,2,2,38,65,50,115,95,160
1,2,2,39,40,55,85,100,160
1,2,2,40,50,75,65,85,Inf
1,2,2,41,45,60,80,125,150
1,2,2,42,60,80,80,120,Inf
1,2,2,43,55,60,85,105,170
1,2,2,44,95,110,95,110,Inf
1,2,2,45,50,70,60,95,Inf
1,2,2,46,95,50,85,115,Inf
1,2,2,47,70,75,70,90,Inf
1,2,2,48,65,80,80,85,Inf
1,2,2,49,35,60,100,105,175
1,2,2,50,75,60,75,130,175
1,2,2,51,50,45,85,100,175
1,2,2,52,55,65,90,100,Inf
1,2,2,53,55,60,90,65,Inf
1,2,2,54,50,45,75,130,145
1,2,2,55,85,65,70,100,Inf
1,2,2,56,65,45,75,90,105
1,2,2,57,45,75,65,120,Inf
1,2,2,58,55,110,85,105,Inf
1,2,2,59,85,80,80,80,Inf
1,2,2,60,55,75,100,105,180
1,2,2,61,95,105,75,105,Inf
1,2,2,62,75,55,145,60,Inf
1,2,2,63,55,70,65,110,Inf
1,2,2,64,40,45,75,105,135
1,2,2,65,60,75,80,115,Inf
1,2,2,66,65,50,85,120,150
1,2,2,67,50,60,115,70,180
1,2,2,68,55,60,80,100,160
1,2,2,69,35,75,80,80,Inf
1,2,2,70,55,75,65,100,Inf
1,2,2,71,65,80,65,110,Inf
1,2,2,72,60,60,90,105,170
1,2,2,73,45,45,125,145,125
1,2,2,74,50,60,70,95,155
1,2,2,75,40,70,110,80,Inf
1,2,2,76,70,50,60,90,130
1,2,2,77,35,60,125,90,165
1,2,2,78,55,65,75,125,Inf
1,2,2,79,45,95,60,90,Inf
1,2,2,80,70,55,95,115,175
1,2,2,81,80,60,70,100,Inf
1,2,2,82,75,60,75,95,180
1,2,2,83,65,75,85,85,Inf
1,2,2,84,70,80,80,100,Inf
1,2,2,85,55,70,80,115,Inf
1,2,2,86,40,70,65,110,Inf
1,2,2,87,30,70,85,120,Inf
1,2,2,88,75,95,70,115,Inf
1,2,2,89,75,105,95,130,Inf
1,2,2,90,60,90,85,145,Inf
1,2,2,91,45,65,55,110,Inf
1,2,2,92,50,65,80,95,Inf
1,2,2,93,35,60,75,110,180
1,2,2,94,75,105,65,105,Inf
1,2,2,95,95,70,95,125,Inf
1,2,2,96,70,75,90,130,Inf
1,2,2,97,55,75,85,115,Inf
1,2,2,98,40,85,70,90,Inf
1,2,2,99,50,75,65,105,Inf
1,2,2,100,55,60,70,135,145
1,2,3,1,60,65,90,90,170
1,2,3,2,40,55,80,95,150
1,2,3,3,60,55,65,80,150
1,2,3,4,55,75,100,125,Inf
1,2,3,5,50,70,105,105,Inf
1,2,3,6,55,60,80,95,165
1,2,3,7,60,65,95,125,180
1,2,3,8,110,85,80,115,Inf
1,2,3,9,75,105,90,90,Inf
1,2,3,10,50,75,100,95,Inf
1,2,3,11,70,75,75,120,Inf
1,2,3,12,80,75,100,110,Inf
1,2,3,13,70,75,80,125,Inf
1,2,3,14,50,60,65,80,150
1,2,3,15,40,75,80,95,Inf
1,2,3,16,55,65,65,100,180
1,2,3,17,60,70,75,100,180
1,2,3,18,55,90,75,105,Inf
1,2,3,19,60,75,65,110,180
1,2,3,20,70,70,80,150,Inf
1,2,3,21,45,65,75,80,Inf
1,2,3,22,55,65,60,100,180
1,2,3,23,35,60,70,65,145
1,2,3,24,50,60,65,105,150
1,2,3,25,70,70,90,110,175
1,2,3,26,35,100,70,95,Inf
1,2,3,27,45,65,100,95,160
1,2,3,28,55,70,70,105,Inf
1,2,3,29,65,55,75,105,150
1,2,3,30,65,50,105,100,Inf
1,2,3,31,45,50,70,100,140
1,2,3,32,70,60,75,110,170
1,2,3,33,90,70,75,105,Inf
1,2,3,34,40,55,75,110,165
1,2,3,35,45,50,65,75,140
1,2,3,36,50,60,75,110,175
1,2,3,37,50,55,80,90,180
1,2,3,38,40,50,110,100,150
1,2,3,39,30,55,95,95,Inf
1,2,3,40,55,70,65,85,Inf
1,2,3,41,45,65,60,120,175
1,2,3,42,70,85,85,130,Inf
1,2,3,43,65,55,95,100,180
1,2,3,44,100,95,105,145,Inf
1,2,3,45,40,70,60,80,170
1,2,3,46,75,80,90,130,Inf
1,2,3,47,60,70,75,105,Inf
1,2,3,48,55,65,80,65,Inf
1,2,3,49,45,65,100,100,Inf
1,2,3,50,65,60,75,110,Inf
1,2,3,51,35,50,75,95,140
1,2,3,52,55,65,90,80,Inf
1,2,3,53,55,70,85,75,180
1,2,3,54,45,55,75,105,150
1,2,3,55,65,65,75,110,Inf
1,2,3,56,55,45,65,75,115
1,2,3,57,65,75,65,100,Inf
1,2,3,58,55,85,105,125,Inf
1,2,3,59,80,90,80,80,Inf
1,2,3,60,60,65,75,125,Inf
1,2,3,61,90,95,90,95,Inf
1,2,3,62,65,55,120,75,Inf
1,2,3,63,60,70,65,105,Inf
1,2,3,64,55,50,80,85,150
1,2,3,65,60,75,95,115,Inf
1,2,3,66,60,60,75,95,160
1,2,3,67,50,65,105,80,Inf
1,2,3,68,50,60,70,100,170
1,2,3,69,35,65,75,90,Inf
1,2,3,70,60,80,65,100,Inf
1,2,3,71,70,75,80,110,Inf
1,2,3,72,75,65,85,105,165
1,2,3,73,50,70,95,140,160
1,2,3,74,50,55,75,95,160
1,2,3,75,45,80,100,85,Inf
1,2,3,76,60,45,60,80,140
1,2,3,77,30,60,105,90,170
1,2,3,78,65,70,100,120,Inf
1,2,3,79,45,80,70,100,Inf
1,2,3,80,75,70,85,115,Inf
1,2,3,81,80,65,75,100,Inf
1,2,3,82,75,65,80,100,Inf
1,2,3,83,70,75,80,90,Inf
1,2,3,84,90,100,85,105,Inf
1,2,3,85,60,70,80,120,Inf
1,2,3,86,45,65,80,105,Inf
1,2,3,87,35,65,75,100,180
1,2,3,88,80,95,80,115,Inf
1,2,3,89,90,125,115,145,Inf
1,2,3,90,65,100,95,155,Inf
1,2,3,91,45,70,60,100,Inf
1,2,3,92,45,60,85,80,Inf
1,2,3,93,35,55,80,90,160
1,2,3,94,90,85,75,125,Inf
1,2,3,95,90,75,95,130,Inf
1,2,3,96,70,85,90,110,Inf
1,2,3,97,60,100,85,115,Inf
1,2,3,98,40,75,80,90,Inf
1,2,3,99,50,75,80,115,Inf
1,2,3,100,45,50,65,110,155
1,2,4,1,60,60,90,95,170
1,2,4,2,35,60,65,95,155
1,2,4,3,60,55,70,75,160
1,2,4,4,60,70,100,125,Inf
1,2,4,5,55,75,105,115,Inf
1,2,4,6,60,60,70,100,180
1,2,4,7,65,55,80,140,150
1,2,4,8,105,85,80,95,Inf
1,2,4,9,70,115,95,90,Inf
1,2,4,10,60,65,90,100,Inf
1,2,4,11,65,75,80,115,Inf
1,2,4,12,75,80,120,120,Inf
1,2,4,13,70,70,85,105,Inf
1,2,4,14,50,55,65,80,180
1,2,4,15,50,70,75,95,175
1,2,4,16,60,70,70,105,160
1,2,4,17,70,60,80,95,175
1,2,4,18,55,75,80,95,Inf
1,2,4,19,60,60,70,95,180
1,2,4,20,90,85,95,140,Inf
1,2,4,21,60,75,70,75,Inf
1,2,4,22,60,60,65,90,Inf
1,2,4,23,40,60,65,60,110
1,2,4,24,50,60,75,115,170
1,2,4,25,90,55,90,115,165
1,2,4,26,35,70,70,95,Inf
