seed_param,seed_sim,condition,ID,Pro,Lid,Mep,Bup,Lid+Adr
2,2,1,8,60,85,75,90,Inf
2,2,1,9,50,70,90,115,170
2,2,1,10,60,80,85,100,Inf
2,2,1,11,40,105,70,120,Inf
2,2,1,12,50,60,60,70,170
2,2,1,13,50,70,85,110,Inf
2,2,1,14,65,55,60,75,145
2,2,1,15,55,65,75,90,Inf
2,2,1,16,45,70,60,110,Inf
2,2,1,17,70,70,95,125,Inf
2,2,1,18,40,60,55,115,175
2,2,1,19,50,70,85,85,170
2,2,1,20,50,75,90,140,Inf
2,2,1,21,50,65,105,85,Inf
2,2,1,22,70,65,60,95,180
2,2,1,23,60,75,65,110,Inf
2,2,1,24,45,55,65,90,170
2,2,1,25,65,65,70,85,180
2,2,1,26,55,70,55,95,Inf
2,2,1,27,80,60,85,110,Inf
2,2,1,28,40,100,80,135,Inf
2,2,1,29,65,70,90,80,Inf
2,2,1,30,60,80,85,105,Inf
2,2,1,31,70,45,75,100,115
2,2,1,32,60,60,85,125,Inf
2,2,1,33,70,70,80,90,Inf
2,2,1,34,70,80,60,90,Inf
2,2,1,35,60,85,70,80,Inf
2,2,1,36,40,75,70,110,Inf
2,2,1,37,45,75,100,85,Inf
2,2,1,38,50,85,100,100,Inf
2,2,1,39,60,55,80,80,170
2,2,1,40,75,80,75,100,Inf
2,2,1,41,65,65,70,135,Inf
2,2,1,42,45,60,80,100,Inf
2,2,1,43,50,70,60,100,Inf
2,2,1,44,60,75,105,85,Inf
2,2,1,45,60,70,75,75,165
2,2,1,46,30,45,80,115,150
2,2,1,47,55,70,75,70,Inf
2,2,1,48,55,45,75,85,105
2,2,1,49,55,90,70,125,Inf
2,2,1,50,40,65,70,110,Inf
2,2,1,51,65,75,80,100,Inf
2,2,1,52,50,60,85,105,165
2,2,1,53,55,70,65,110,Inf
2,2,1,54,40,60,70,95,170
2,2,1,55,70,60,80,105,175
2,2,1,56,75,70,95,100,Inf
2,2,1,57,85,55,95,95,180
2,2,1,58,55,60,75,90,170
2,2,1,59,70,65,85,115,165
2,2,1,60,40,70,65,115,Inf
2,2,1,61,65,60,75,100,175
2,2,1,62,80,70,90,100,Inf
2,2,1,63,70,80,75,95,Inf
2,2,1,64,45,75,80,85,Inf
2,2,1,65,90,55,70,100,140
2,2,1,66,55,65,90,95,Inf
2,2,1,67,45,65,95,100,Inf
2,2,1,68,50,65,70,135,175
2,2,1,69,60,85,85,115,Inf
2,2,1,70,40,95,95,105,Inf
2,2,1,71,45,90,80,140,Inf
2,2,1,72,40,75,80,80,Inf
2,2,1,73,50,70,80,85,Inf
2,2,1,74,65,80,75,105,Inf
2,2,1,75,70,60,70,120,Inf
2,2,1,76,85,65,85,130,Inf
2,2,1,77,45,70,80,115,Inf
2,2,1,78,45,85,85,85,Inf
2,2,1,79,55,60,75,125,165
2,2,1,80,90,55,75,120,140
2,2,1,81,60,85,85,120,Inf
2,2,1,82,80,70,75,75,Inf
2,2,1,83,55,95,95,105,Inf
2,2,1,84,40,75,65,115,Inf
2,2,1,85,65,60,75,105,125
2,2,1,86,70,70,75,95,Inf
2,2,1,87,70,60,80,110,Inf
2,2,1,88,75,70,75,125,Inf
2,2,1,89,55,55,65,115,165
2,2,1,90,65,60,105,115,175
2,2,1,91,50,85,70,130,180
2,2,1,92,95,70,90,90,Inf
2,2,1,93,60,95,65,100,Inf
2,2,1,94,70,70,85,75,Inf
2,2,1,95,50,75,80,95,Inf
2,2,1,96,75,65,75,95,Inf
2,2,1,97,60,85,55,105,Inf
2,2,1,98,85,60,80,120,150
2,2,1,99,55,70,95,100,Inf
2,2,1,100,70,65,85,135,Inf
2,2,2,1,65,70,65,105,Inf
2,2,2,2,35,60,95,75,160
2,2,2,3,65,55,75,145,175
2,2,2,4,65,80,80,125,Inf
2,2,2,5,35,60,85,105,Inf
2,2,2,6,65,125,85,70,Inf
2,2,2,7,60,95,70,55,Inf
2,2,2,8,55,60,60,65,Inf
2,2,2,9,55,70,85,110,Inf
2,2,2,10,75,90,85,105,Inf
2,2,2,11,35,115,90,120,Inf
2,2,2,12,55,55,60,65,175
2,2,2,13,45,70,80,100,Inf
2,2,2,14,65,40,60,70,135
2,2,2,15,65,70,80,85,Inf
2,2,2,16,40,70,60,120,Inf
2,2,2,17,70,70,95,130,Inf
2,2,2,18,40,75,55,110,Inf
2,2,2,19,50,65,85,85,Inf
2,2,2,20,50,85,75,130,Inf
2,2,2,21,55,65,95,80,Inf
2,2,2,22,75,60,70,80,165
2,2,2,23,55,60,85,115,Inf
2,2,2,24,45,75,75,105,Inf
2,2,2,25,65,60,70,85,Inf
2,2,2,26,50,80,50,90,Inf
2,2,2,27,75,55,75,110,165
2,2,2,28,50,80,85,115,Inf
2,2,2,29,65,70,100,75,Inf
2,2,2,30,60,75,100,110,Inf
2,2,2,31,70,45,60,95,115
2,2,2,32,60,60,80,125,170
2,2,2,33,70,70,70,90,Inf
2,2,2,34,65,90,50,95,Inf
2,2,2,35,55,75,75,70,Inf
2,2,2,36,35,80,90,105,Inf
2,2,2,37,50,65,105,90,Inf
2,2,2,38,55,80,90,100,Inf
2,2,2,39,65,55,75,80,160
2,2,2,40,80,90,85,95,Inf
2,2,2,41,65,50,80,135,165
2,2,2,42,45,70,80,105,Inf
2,2,2,43,45,60,60,100,Inf
2,2,2,44,55,65,95,85,Inf
2,2,2,45,60,75,65,85,180
2,2,2,46,30,50,75,110,125
2,2,2,47,60,95,75,55,Inf
2,2,2,48,60,40,70,80,100
2,2,2,49,55,85,75,120,Inf
2,2,2,50,40,75,85,95,Inf
2,2,2,51,65,95,85,95,Inf
2,2,2,52,50,65,85,100,150
2,2,2,53,50,75,75,110,Inf
2,2,2,54,40,80,70,80,180
2,2,2,55,65,55,80,95,145
2,2,2,56,80,70,80,95,Inf
2,2,2,57,80,60,85,100,180
2,2,2,58,60,55,65,95,155
2,2,2,59,60,55,80,120,160
2,2,2,60,60,70,70,105,Inf
2,2,2,61,70,70,75,100,180
2,2,2,62,80,70,65,90,Inf
2,2,2,63,70,75,75,100,Inf
2,2,2,64,50,65,80,85,Inf
2,2,2,65,90,55,85,110,165
2,2,2,66,55,55,85,95,170
2,2,2,67,45,80,90,105,Inf
2,2,2,68,50,75,70,115,Inf
2,2,2,69,60,95,75,125,Inf
2,2,2,70,45,75,90,80,Inf
2,2,2,71,45,80,110,140,Inf
2,2,2,72,40,60,90,80,Inf
2,2,2,73,40,65,75,85,Inf
2,2,2,74,55,90,80,110,Inf
2,2,2,75,70,70,70,110,Inf
2,2,2,76,80,75,85,120,Inf
2,2,2,77,60,70,85,120,Inf
2,2,2,78,45,100,85,85,Inf
2,2,2,79,45,60,75,120,155
2,2,2,80,80,55,85,115,140
2,2,2,81,60,100,85,120,Inf
2,2,2,82,65,75,80,80,Inf
2,2,2,83,55,105,105,100,Inf
2,2,2,84,35,85,70,105,Inf
2,2,2,85,65,65,90,95,135
2,2,2,86,75,70,75,115,Inf
2,2,2,87,80,75,80,115,Inf
2,2,2,88,75,75,75,125,Inf
2,2,2,89,50,65,70,115,150
2,2,2,90,55,60,90,110,170
2,2,2,91,55,70,75,140,Inf
2,2,2,92,90,75,70,80,Inf
2,2,2,93,65,110,75,135,Inf
2,2,2,94,70,65,70,65,Inf
2,2,2,95,50,65,75,95,Inf
2,2,2,96,85,75,80,95,Inf
2,2,2,97,50,85,65,115,Inf
2,2,2,98,75,55,90,120,180
2,2,2,99,60,90,90,90,Inf
2,2,2,100,75,70,85,140,Inf
2,2,3,1,65,60,85,100,Inf
2,2,3,2,40,55,75,75,165
2,2,3,3,70,60,80,140,180
2,2,3,4,70,80,100,110,Inf
2,2,3,5,45,60,80,100,165
2,2,3,6,80,105,100,85,Inf
2,2,3,7,55,70,85,70,Inf
2,2,3,8,45,70,60,80,Inf
2,2,3,9,50,80,90,120,Inf
2,2,3,10,75,80,85,100,Inf
2,2,3,11,55,85,70,125,Inf
2,2,3,12,40,50,55,65,140
2,2,3,13,55,65,75,95,Inf
2,2,3,14,45,50,60,65,145
2,2,3,15,50,65,70,80,155
2,2,3,16,35,60,60,105,180
2,2,3,17,75,75,85,115,Inf
2,2,3,18,45,70,55,90,165
2,2,3,19,45,60,85,80,155
2,2,3,20,60,85,75,135,Inf
2,2,3,21,50,60,100,85,Inf
2,2,3,22,60,70,60,85,170
2,2,3,23,60,70,80,120,Inf
2,2,3,24,40,60,70,80,165
2,2,3,25,65,60,70,85,Inf
2,2,3,26,55,70,70,95,Inf
2,2,3,27,70,60,75,105,170
2,2,3,28,50,80,85,110,Inf
2,2,3,29,55,70,85,80,Inf
2,2,3,30,65,65,95,115,Inf
2,2,3,31,50,35,70,85,125
2,2,3,32,60,70,85,115,Inf
2,2,3,33,70,60,70,85,Inf
2,2,3,34,60,65,55,85,Inf
2,2,3,35,60,65,75,90,Inf
2,2,3,36,45,85,90,115,Inf
2,2,3,37,55,60,95,85,Inf
2,2,3,38,65,80,90,110,Inf
2,2,3,39,65,55,75,80,155
2,2,3,40,85,80,100,105,Inf
2,2,3,41,55,80,95,150,Inf
2,2,3,42,50,75,70,85,Inf
2,2,3,43,50,60,60,85,175
2,2,3,44,65,65,100,110,Inf
2,2,3,45,50,50,65,75,130
2,2,3,46,30,50,75,105,145
2,2,3,47,55,70,80,75,180
2,2,3,48,55,45,75,70,115
2,2,3,49,70,80,100,120,Inf
2,2,3,50,50,70,80,105,Inf
2,2,3,51,60,90,80,110,Inf
2,2,3,52,45,65,65,100,175
2,2,3,53,45,65,85,95,180
2,2,3,54,30,60,60,80,150
2,2,3,55,60,55,70,105,Inf
2,2,3,56,90,80,90,110,Inf
2,2,3,57,80,70,95,110,Inf
2,2,3,58,50,45,75,85,155
2,2,3,59,60,65,110,115,170
2,2,3,60,55,80,65,95,Inf
2,2,3,61,65,60,75,95,Inf
2,2,3,62,80,75,70,95,Inf
2,2,3,63,65,80,80,105,Inf
2,2,3,64,45,80,80,90,160
2,2,3,65,75,60,75,115,175
2,2,3,66,50,60,80,100,180
2,2,3,67,55,70,85,100,Inf
2,2,3,68,35,65,65,120,180
2,2,3,69,65,95,85,130,Inf
2,2,3,70,40,85,100,100,Inf
2,2,3,71,60,85,115,160,Inf
2,2,3,72,40,65,80,80,Inf
2,2,3,73,35,65,55,90,165
2,2,3,74,75,80,75,110,Inf
2,2,3,75,70,70,75,115,Inf
2,2,3,76,75,75,95,130,Inf
2,2,3,77,55,80,90,120,Inf
2,2,3,78,45,75,85,100,Inf
2,2,3,79,55,60,85,115,165
2,2,3,80,90,65,75,140,Inf
2,2,3,81,70,90,90,120,Inf
2,2,3,82,80,55,70,90,180
2,2,3,83,75,100,110,120,Inf
2,2,3,84,40,65,65,115,Inf
2,2,3,85,60,55,75,95,140
2,2,3,86,65,70,70,110,Inf
2,2,3,87,75,75,95,110,Inf
2,2,3,88,90,85,75,120,Inf
2,2,3,89,50,60,70,95,155
2,2,3,90,60,70,100,95,Inf
2,2,3,91,50,65,60,125,175
2,2,3,92,85,70,90,80,Inf
2,2,3,93,75,100,90,110,Inf
2,2,3,94,60,80,90,85,Inf
2,2,3,95,55,65,70,95,Inf
2,2,3,96,75,75,95,95,Inf
2,2,3,97,60,80,70,110,Inf
2,2,3,98,70,75,85,120,Inf
2,2,3,99,55,70,75,85,Inf
2,2,3,100,75,85,100,155,Inf
2,2,4,1,65,75,70,115,Inf
2,2,4,2,35,55,70,70,165
2,2,4,3,70,55,90,165,160
2,2,4,4,70,90,90,120,Inf
2,2,4,5,45,55,75,95,Inf
2,2,4,6,70,110,85,95,Inf
2,2,4,7,60,85,80,70,Inf
2,2,4,8,40,75,65,85,Inf
2,2,4,9,50,85,95,110,Inf
2,2,4,10,80,80,90,95,Inf
2,2,4,11,45,90,80,125,Inf
2,2,4,12,45,45,55,60,140
2,2,4,13,55,75,80,95,170
2,2,4,14,50,50,65,65,125
2,2,4,15,60,55,80,90,180
2,2,4,16,40,60,70,110,Inf
2,2,4,17,85,75,80,115,Inf
2,2,4,18,45,55,55,110,150
2,2,4,19,50,60,75,85,175
2,2,4,20,50,80,80,120,Inf
2,2,4,21,50,65,85,85,180
2,2,4,22,65,65,60,85,Inf
2,2,4,23,60,65,70,120,180
2,2,4,24,40,60,75,80,180
2,2,4,25,55,60,70,95,165
2,2,4,26,50,65,60,95,Inf
2,2,4,27,75,50,75,115,150
2,2,4,28,55,100,80,115,Inf
2,2,4,29,50,55,90,75,Inf
2,2,4,30,65,85,90,125,Inf
2,2,4,31,60,40,65,80,125
2,2,4,32,60,65,90,110,Inf
2,2,4,33,75,65,65,90,180
2,2,4,34,60,80,55,85,Inf
2,2,4,35,55,90,65,95,Inf
2,2,4,36,40,80,85,105,Inf
2,2,4,37,45,65,95,80,Inf
2,2,4,38,60,80,90,100,Inf
2,2,4,39,55,50,80,80,135
2,2,4,40,65,75,95,105,Inf
2,2,4,41,60,75,95,145,Inf
2,2,4,42,50,80,85,90,Inf
2,2,4,43,45,60,70,90,Inf
2,2,4,44,60,85,95,120,Inf
2,2,4,45,40,50,55,80,Inf
2,2,4,46,25,50,65,95,120
2,2,4,47,55,75,80,75,Inf
2,2,4,48,45,40,70,90,115
2,2,4,49,65,80,95,110,Inf
2,2,4,50,40,70,80,95,Inf
2,2,4,51,70,90,90,110,Inf
2,2,4,52,50,60,70,105,160
2,2,4,53,60,60,70,110,180
2,2,4,54,35,55,65,75,175
2,2,4,55,55,60,70,100,160
2,2,4,56,85,80,90,100,Inf
2,2,4,57,70,60,85,105,Inf
2,2,4,58,55,55,65,80,160
2,2,4,59,65,65,80,120,160
2,2,4,60,45,65,70,95,Inf
2,2,4,61,75,65,75,95,175
2,2,4,62,70,70,75,110,180
2,2,4,63,70,80,80,95,Inf
2,2,4,64,50,70,75,85,Inf
2,2,4,65,85,65,75,110,Inf
2,2,4,66,50,60,75,100,180
2,2,4,67,65,75,100,100,Inf
2,2,4,68,40,60,65,115,Inf
2,2,4,69,60,100,85,130,Inf
2,2,4,70,40,60,115,90,Inf
2,2,4,71,55,85,125,140,Inf
2,2,4,72,45,65,90,80,Inf
2,2,4,73,35,80,70,90,Inf
2,2,4,74,60,90,85,125,Inf
2,2,4,75,80,80,70,110,Inf
2,2,4,76,105,95,110,135,Inf
2,2,4,77,65,75,105,120,Inf
2,2,4,78,50,80,90,90,Inf
2,2,4,79,55,60,80,125,165
2,2,4,80,75,65,75,115,180
2,2,4,81,75,100,90,125,Inf
2,2,4,82,60,70,85,80,Inf
2,2,4,83,65,110,105,120,Inf
2,2,4,84,40,75,70,105,Inf
2,2,4,85,60,50,65,85,150
2,2,4,86,70,65,85,115,Inf
2,2,4,87,65,75,80,120,Inf
2,2,4,88,70,90,75,115,Inf
2,2,4,89,50,55,65,100,170
2,2,4,90,55,60,70,110,155
2,2,4,91,55,75,60,135,Inf
2,2,4,92,80,60,75,80,Inf
2,2,4,93,65,95,80,125,Inf
2,2,4,94,75,80,80,70,Inf
2,2,4,95,55,75,85,100,Inf
2,2,4,96,80,70,75,85,165
2,2,4,97,60,90,75,100,Inf
2,2,4,98,80,65,75,130,170
2,2,4,99,60,85,90,90,Inf
2,2,4,100,75,70,105,145,Inf
2,3,1,1,65,65,70,105,Inf
2,3,1,2,35,65,85,70,Inf
2,3,1,3,45,60,80,100,165
2,3,1,4,60,95,90,115,Inf
2,3,1,5,35,70,75,110,Inf
2,3,1,6,60,100,85,75,Inf
2,3,1,7,55,90,75,60,Inf
2,3,1,8,55,90,75,80,Inf
2,3,1,9,45,65,90,100,Inf
2,3,1,10,70,65,85,95,Inf
2,3,1,11,40,90,80,110,Inf
2,3,1,12,55,60,55,65,145
2,3,1,13,50,70,85,105,Inf
2,3,1,14,65,55,65,65,125
2,3,1,15,85,70,70,85,165
2,3,1,16,35,60,60,120,Inf
2,3,1,17,75,70,90,100,Inf
2,3,1,18,55,65,55,125,180
2,3,1,19,50,60,85,90,Inf
2,3,1,20,50,75,65,120,Inf
2,3,1,21,50,70,110,80,Inf
2,3,1,22,70,60,65,85,175
2,3,1,23,60,65,80,115,Inf
2,3,1,24,45,70,75,105,Inf
2,3,1,25,65,75,60,90,170
2,3,1,26,55,80,55,90,Inf
2,3,1,27,75,55,70,120,170
2,3,1,28,55,85,85,100,Inf
2,3,1,29,55,85,100,75,Inf
2,3,1,30,60,75,90,105,Inf
2,3,1,31,65,40,65,90,130
2,3,1,32,60,65,90,115,Inf
2,3,1,33,70,75,70,95,Inf
2,3,1,34,70,80,60,90,Inf
2,3,1,35,55,85,75,90,Inf
2,3,1,36,50,65,80,105,Inf
2,3,1,37,55,70,110,90,Inf
2,3,1,38,45,70,95,100,Inf
2,3,1,39,65,65,90,80,Inf
2,3,1,40,75,75,95,95,Inf
2,3,1,41,75,75,75,115,Inf
2,3,1,42,40,70,85,90,Inf
2,3,1,43,55,70,60,100,Inf
2,3,1,44,45,60,85,80,Inf
2,3,1,45,55,75,75,85,Inf
2,3,1,46,30,50,75,125,145
2,3,1,47,55,70,75,70,Inf
2,3,1,48,55,45,80,85,150
2,3,1,49,50,95,85,130,Inf
2,3,1,50,40,75,75,105,Inf
2,3,1,51,75,85,85,95,Inf
2,3,1,52,50,55,65,100,180
2,3,1,53,50,65,75,110,Inf
2,3,1,54,40,75,70,80,170
2,3,1,55,60,65,75,90,155
2,3,1,56,85,65,90,120,Inf
2,3,1,57,75,60,90,95,165
2,3,1,58,60,60,75,100,145
2,3,1,59,60,60,80,140,160
2,3,1,60,40,80,65,105,Inf
2,3,1,61,80,55,75,110,175
2,3,1,62,65,80,75,105,Inf
2,3,1,63,75,80,75,95,Inf
2,3,1,64,50,70,80,75,Inf
2,3,1,65,85,55,80,90,175
2,3,1,66,60,70,85,100,Inf
2,3,1,67,45,90,100,100,Inf
2,3,1,68,40,70,60,105,Inf
2,3,1,69,60,85,90,110,Inf
2,3,1,70,50,90,95,100,Inf
2,3,1,71,45,80,120,140,Inf
2,3,1,72,45,65,100,80,Inf
2,3,1,73,40,75,70,100,Inf
2,3,1,74,50,75,85,125,Inf
2,3,1,75,65,60,70,110,175
2,3,1,76,90,70,85,115,Inf
2,3,1,77,40,65,80,110,Inf
2,3,1,78,40,80,85,90,Inf
2,3,1,79,55,55,90,125,160
2,3,1,80,95,50,80,120,150
2,3,1,81,55,85,80,115,Inf
2,3,1,82,70,65,100,80,175
2,3,1,83,55,110,100,105,Inf
2,3,1,84,40,75,65,105,Inf
2,3,1,85,60,55,75,100,170
2,3,1,86,70,80,65,115,Inf
2,3,1,87,65,65,80,100,Inf
2,3,1,88,80,65,60,130,Inf
2,3,1,89,45,65,65,125,155
2,3,1,90,50,60,100,125,165
2,3,1,91,50,70,75,135,Inf
2,3,1,92,100,85,70,80,Inf
2,3,1,93,65,95,80,120,Inf
2,3,1,94,65,75,80,70,Inf
2,3,1,95,50,70,75,100,Inf
2,3,1,96,80,80,75,90,Inf
2,3,1,97,55,75,80,105,Inf
2,3,1,98,75,60,75,125,175
2,3,1,99,50,80,75,105,Inf
2,3,1,100,65,60,95,140,Inf
2,3,2,1,65,65,70,110,175
2,3,2,2,35,55,90,75,180
2,3,2,3,45,60,80,125,Inf
2,3,2,4,60,90,75,105,Inf
2,3,2,5,35,60,80,110,170
2,3,2,6,75,110,80,70,Inf
2,3,2,7,60,105,75,55,Inf
2,3,2,8,50,95,70,75,Inf
2,3,2,9,45,60,85,105,Inf
2,3,2,10,65,70,90,100,Inf
2,3,2,11,35,80,80,110,Inf
2,3,2,12,55,55,55,70,165
2,3,2,13,45,65,80,95,Inf
2,3,2,14,60,50,65,75,160
2,3,2,15,85,70,80,80,Inf
2,3,2,16,35,60,55,120,Inf
2,3,2,17,90,75,95,100,Inf
2,3,2,18,50,60,60,120,165
2,3,2,19,50,70,85,85,Inf
2,3,2,20,50,80,70,120,Inf
2,3,2,21,45,70,95,80,Inf
2,3,2,22,70,60,70,85,160
2,3,2,23,60,70,65,115,Inf
2,3,2,24,45,60,65,95,175
2,3,2,25,65,65,70,85,180
2,3,2,26,50,80,60,85,Inf
2,3,2,27,70,60,75,115,175
2,3,2,28,50,100,80,105,Inf
2,3,2,29,55,95,85,75,Inf
2,3,2,30,60,75,85,110,Inf
2,3,2,31,65,40,70,90,100
2,3,2,32,60,70,90,105,Inf
2,3,2,33,75,65,70,90,Inf
2,3,2,34,65,80,60,95,Inf
2,3,2,35,55,80,75,75,Inf
2,3,2,36,45,90,75,125,Inf
2,3,2,37,50,60,100,95,Inf
2,3,2,38,50,75,90,90,Inf
2,3,2,39,65,55,85,85,170
2,3,2,40,75,85,85,80,Inf
2,3,2,41,65,75,90,135,175
2,3,2,42,45,80,80,90,Inf
2,3,2,43,55,75,55,90,Inf
2,3,2,44,60,60,95,95,Inf
2,3,2,45,55,65,65,85,Inf
2,3,2,46,30,50,85,120,150
2,3,2,47,55,75,75,55,Inf
2,3,2,48,60,45,85,85,135
2,3,2,49,60,95,80,120,Inf
2,3,2,50,40,60,80,100,Inf
2,3,2,51,55,80,75,95,Inf
2,3,2,52,50,60,75,100,160
2,3,2,53,50,65,75,105,Inf
2,3,2,54,35,70,65,80,Inf
2,3,2,55,75,55,75,100,150
2,3,2,56,75,65,95,100,Inf
2,3,2,57,75,55,105,95,155
2,3,2,58,65,55,75,95,160
2,3,2,59,60,55,80,120,160
2,3,2,60,50,65,65,120,Inf
2,3,2,61,80,60,90,115,180
2,3,2,62,85,65,80,85,Inf
2,3,2,63,70,85,80,105,Inf
2,3,2,64,45,60,75,80,165
2,3,2,65,90,75,75,105,Inf
2,3,2,66,55,60,95,100,Inf
2,3,2,67,60,75,90,100,Inf
2,3,2,68,45,65,60,120,Inf
2,3,2,69,60,95,90,110,Inf
2,3,2,70,50,90,100,80,Inf
2,3,2,71,40,90,105,135,Inf
2,3,2,72,40,70,90,80,Inf
2,3,2,73,40,70,70,80,Inf
2,3,2,74,55,85,80,95,Inf
2,3,2,75,80,75,75,105,Inf
2,3,2,76,85,80,90,120,Inf
2,3,2,77,55,70,85,110,Inf
2,3,2,78,40,85,80,100,Inf
2,3,2,79,50,55,85,145,160
2,3,2,80,80,45,85,120,155
2,3,2,81,60,95,75,105,Inf
2,3,2,82,75,65,75,80,180
2,3,2,83,60,85,110,110,Inf
2,3,2,84,35,100,70,110,Inf
2,3,2,85,60,50,80,100,155
2,3,2,86,65,60,65,110,Inf
2,3,2,87,75,65,75,110,Inf
2,3,2,88,70,75,75,115,Inf
2,3,2,89,50,50,75,115,150
2,3,2,90,50,50,110,120,155
2,3,2,91,50,65,60,130,Inf
2,3,2,92,90,70,85,85,Inf
2,3,2,93,55,100,70,110,Inf
2,3,2,94,75,70,90,75,Inf
2,3,2,95,50,65,75,90,Inf
2,3,2,96,90,85,85,90,Inf
2,3,2,97,55,80,55,105,Inf
2,3,2,98,70,60,90,110,165
2,3,2,99,50,75,95,90,Inf
2,3,2,100,65,65,80,145,Inf
2,3,3,1,65,70,80,125,Inf
2,3,3,2,35,55,75,70,145
2,3,3,3,50,75,100,140,180
2,3,3,4,65,80,95,140,Inf
2,3,3,5,40,60,80,95,Inf
2,3,3,6,65,95,85,80,Inf
2,3,3,7,50,80,75,70,Inf
2,3,3,8,45,70,60,90,Inf
2,3,3,9,65,65,90,115,Inf
2,3,3,10,80,85,95,105,Inf
2,3,3,11,45,85,80,110,Inf
2,3,3,12,40,50,55,60,130
2,3,3,13,40,60,75,110,170
2,3,3,14,55,50,60,65,135
2,3,3,15,70,70,80,85,160
2,3,3,16,40,70,65,95,150
2,3,3,17,75,65,85,100,Inf
2,3,3,18,40,60,55,105,170
2,3,3,19,45,65,70,90,Inf
2,3,3,20,60,75,70,120,Inf
2,3,3,21,50,70,100,85,Inf
2,3,3,22,60,70,60,90,Inf
2,3,3,23,55,65,65,110,Inf
2,3,3,24,40,60,65,90,180
2,3,3,25,65,70,65,90,175
2,3,3,26,45,70,55,80,Inf
2,3,3,27,55,50,70,105,145
2,3,3,28,60,85,85,115,Inf
2,3,3,29,55,65,85,80,Inf
2,3,3,30,65,70,85,110,Inf
2,3,3,31,50,45,65,90,100
2,3,3,32,65,75,75,105,Inf
2,3,3,33,65,70,65,100,Inf
2,3,3,34,65,70,55,90,Inf
2,3,3,35,55,85,80,80,Inf
2,3,3,36,50,85,65,90,Inf
2,3,3,37,50,60,95,90,Inf
2,3,3,38,60,80,95,110,Inf
2,3,3,39,65,50,65,80,170
2,3,3,40,80,85,85,100,Inf
2,3,3,41,60,55,90,120,Inf
2,3,3,42,40,65,70,95,Inf
2,3,3,43,55,55,60,85,Inf
2,3,3,44,50,85,105,100,Inf
2,3,3,45,45,60,75,80,170
2,3,3,46,35,55,65,100,155
2,3,3,47,55,80,75,80,Inf
2,3,3,48,50,50,80,70,130
2,3,3,49,65,90,75,145,Inf
2,3,3,50,35,60,85,95,Inf
2,3,3,51,70,75,85,110,Inf
2,3,3,52,55,60,75,95,170
2,3,3,53,55,70,90,90,Inf
2,3,3,54,35,50,60,80,Inf
2,3,3,55,55,60,75,100,Inf
2,3,3,56,85,90,95,115,Inf
2,3,3,57,70,65,85,100,Inf
2,3,3,58,55,55,70,85,160
2,3,3,59,60,50,80,135,175
2,3,3,60,55,70,70,105,Inf
2,3,3,61,75,65,80,100,Inf
2,3,3,62,65,75,75,105,Inf
2,3,3,63,70,80,85,105,Inf
2,3,3,64,45,60,70,85,Inf
2,3,3,65,95,60,65,105,165
2,3,3,66,60,65,75,95,Inf
2,3,3,67,55,90,90,105,Inf
2,3,3,68,40,55,70,90,Inf
2,3,3,69,65,90,95,130,Inf
2,3,3,70,45,65,75,100,Inf
2,3,3,71,50,80,110,160,Inf
2,3,3,72,45,60,75,85,160
2,3,3,73,30,65,70,80,180
2,3,3,74,55,80,80,100,Inf
2,3,3,75,65,75,75,110,Inf
2,3,3,76,70,85,95,160,Inf
2,3,3,77,60,85,80,120,Inf
2,3,3,78,50,80,85,105,Inf
2,3,3,79,60,55,85,115,Inf
2,3,3,80,85,60,65,115,175
2,3,3,81,70,85,90,125,Inf
2,3,3,82,65,65,95,100,Inf
2,3,3,83,65,75,105,120,Inf
2,3,3,84,45,75,65,100,Inf
2,3,3,85,50,50,70,95,130
2,3,3,86,75,70,75,100,Inf
2,3,3,87,70,80,100,110,Inf
2,3,3,88,80,65,80,115,Inf
2,3,3,89,45,55,65,100,Inf
2,3,3,90,55,70,85,145,150
2,3,3,91,60,60,75,115,Inf
2,3,3,92,90,75,95,100,Inf
2,3,3,93,70,100,90,125,Inf
2,3,3,94,60,75,95,75,Inf
2,3,3,95,55,75,75,90,Inf
2,3,3,96,100,65,90,95,Inf
2,3,3,97,55,75,70,115,Inf
2,3,3,98,75,65,85,125,Inf
2,3,3,99,45,65,80,95,Inf
2,3,3,100,75,75,105,175,Inf
2,3,4,1,65,80,80,105,Inf
2,3,4,2,35,55,90,65,140
2,3,4,3,50,60,75,120,180
2,3,4,4,65,90,85,120,Inf
2,3,4,5,40,65,80,110,Inf
2,3,4,6,70,110,95,75,Inf
2,3,4,7,50,80,80,70,Inf
2,3,4,8,45,75,60,70,Inf
2,3,4,9,55,65,90,105,Inf
2,3,4,10,85,80,80,110,Inf
2,3,4,11,45,95,70,120,Inf
2,3,4,12,45,50,55,70,130
2,3,4,13,45,65,80,100,Inf
2,3,4,14,50,40,65,65,110
2,3,4,15,80,70,75,90,Inf
2,3,4,16,35,70,65,95,170
2,3,4,17,85,75,90,110,Inf
2,3,4,18,45,60,65,100,150
2,3,4,19,45,60,70,95,175
2,3,4,20,65,90,80,120,Inf
2,3,4,21,50,65,95,90,175
2,3,4,22,60,60,60,85,155
2,3,4,23,60,65,80,110,180
2,3,4,24,45,70,70,85,150
2,3,4,25,65,65,70,90,180
2,3,4,26,50,75,45,85,Inf
