seed_param,seed_sim,r,mean,SD,median,Q1,Q3,IQR
6,4,1,69.15,7.1440799819066125,70,65,75,10
6,5,-1,69.3,15.923110705683564,67.5,58.75,80,21.25
6,5,-0.75,69.15,15.059729564154017,65,60,80,20
6,5,-0.5,69.45,14.032699906527847,70,60,80,20
6,5,-0.25,69.2,13.11795746603899,70,60,75,15
6,5,0,69.75,12.620630056788093,65,60,75,15
6,5,0.25,69.85,11.901425939522516,70,60,75,15
6,5,0.5,69.2,9.762844427375216,70,65,75,10
6,5,0.75,69.55,9.020039418489873,70,65,75,10
6,5,1,69,7.52101433090355,70,65,75,10
6,6,-1,68.1,14.767217309659497,65,60,80,20
6,6,-0.75,68.65,13.741020943352664,65,60,76.25,16.25
6,6,-0.5,68.4,14.032429971643932,65,60,75,15
6,6,-0.25,69.5,12.841300163884881,70,60,80,20
6,6,0,68.7,12.484738157794375,70,60,75,15
6,6,0.25,68.95,12.024701008483927,70,60,75,15
6,6,0.5,69.2,11.071849826738918,70,60,75,15
6,6,0.75,69,8.257228238447706,70,65,75,10
6,6,1,70,7.0710678118654755,70,65,75,10
6,7,-1,68.25,14.58820265028069,65,58.75,75,16.25
6,7,-0.75,68.9,14.504962578164047,65,60,75,15
6,7,-0.5,67.8,13.638922318871165,65,60,75,15
6,7,-0.25,67.85,12.477353222312152,65,60,75,15
6,7,0,67.9,11.616341676250485,65,60,75,15
6,7,0.25,67.6,10.623967567189146,65,60,75,15
6,7,0.5,68.25,9.597321806555506,70,60,75,15
6,7,0.75,68.9,8.182884330087768,70,65,75,10
6,7,1,69.85,7.22841614740048,70,65,75,10
6,8,-1,69.45,15.968640353751935,70,58.75,80,21.25
6,8,-0.75,68.75,14.148830126176296,70,55,80,25
6,8,-0.5,69.5,14.416250650855195,70,60,80,20
6,8,-0.25,69.6,13.020574239846471,70,60,76.25,16.25
6,8,0,69.6,12.0117787310135,70,60,75,15
6,8,0.25,68.15,10.191474948022078,70,60,75,15
6,8,0.5,69.6,8.867145122657158,70,65,75,10
6,8,0.75,69.65,9.052456555928325,70,65,75,10
6,8,1,68.65,6.429689657433638,70,65,75,10
6,9,-1,68.35,14.443463447651203,70,55,76.25,21.25
6,9,-0.75,68.75,14.86258606859737,65,58.75,75,16.25
6,9,-0.5,68.65,13.77772686533441,65,60,75,15
6,9,-0.25,68.95,12.639024863293429,65,60,75,15
6,9,0,68.9,12.051656493711736,70,60,75,15
6,9,0.25,68.9,11.204706803190101,70,60,75,15
6,9,0.5,68.95,10.451789272172444,65,60,75,15
6,9,0.75,69.1,9.411469469522684,70,65,75,10
6,9,1,69.2,7.808309482192478,70,65,71.25,6.25
6,10,-1,68.6,14.652196718815533,65,58.75,80,21.25
6,10,-0.75,66.85,13.828951478326148,65,55,76.25,21.25
6,10,-0.5,68.5,13.586609569571047,65,60,80,20
6,10,-0.25,69.05,13.421959242189267,70,60,75,15
6,10,0,69.15,13.047214184637193,65,60,75,15
6,10,0.25,69,10.612552125962097,70,60,75,15
6,10,0.5,69.1,10.550025132815101,70,60,75,15
6,10,0.75,68.3,8.910894478336077,70,65,75,10
6,10,1,69.55,7.948540301797112,70,65,75,10
7,1,-1,69.2,15.17107827946373,70,58.75,75,16.25
7,1,-0.75,70.15,15.94585218858503,70,60,80,20
7,1,-0.5,70,13.743685418725535,70,60,80,20
7,1,-0.25,69.3,14.124625676634778,67.5,60,80,20
7,1,0,69.9,12.185021439240371,70,60,80,20
7,1,0.25,69.95,12.04987530846253,70,60,80,20
7,1,0.5,68.55,9.725915604375475,67.5,63.75,75,11.25
7,1,0.75,69.25,9.27620503212277,70,65,75,10
7,1,1,69.1,8.801400255905106,70,65,75,10
7,2,-1,68.95,16.288047920193048,65,60,75,15
7,2,-0.75,68.85,14.665547477959452,70,58.75,75,16.25
7,2,-0.5,68.6,12.891936247205855,70,60,75,15
7,2,-0.25,68.15,13.174336086237185,65,60,75,15
7,2,0,69.05,12.241158425408912,70,60,75,15
7,2,0.25,69.65,12.757548765536837,70,60,80,20
7,2,0.5,69.8,10.98483803552272,70,65,75,10
7,2,0.75,69.6,9.55261876411517,70,63.75,75,11.25
7,2,1,68.1,7.9702730521138685,70,65,75,10
7,3,-1,68.9,15.28483767091632,67.5,60,75,15
7,3,-0.75,68.8,13.690666288911707,65,60,75,15
7,3,-0.5,68.85,14.15739447009294,65,60,75,15
7,3,-0.25,69.2,12.647513429903759,70,60,76.25,16.25
7,3,0,69.9,12.512216252748972,70,60,76.25,16.25
7,3,0.25,69.45,11.456880073130774,70,65,75,10
7,3,0.5,69.85,11.42509642334927,70,63.75,75,11.25
7,3,0.75,67.65,8.803551854366807,65,60,75,15
7,3,1,68.8,8.321810214882651,70,65,75,10
7,4,-1,69.15,15.424220098811015,67.5,60,80,20
7,4,-0.75,68.15,13.402378049202216,65,58.75,75,16.25
7,4,-0.5,68.65,14.717113655314154,65,60,76.25,16.25
7,4,-0.25,69.15,13.707901577432107,70,60,80,20
7,4,0,68.45,12.28234752016326,70,60,75,15
7,4,0.25,69.05,13.365397052981194,65,60,80,20
7,4,0.5,68.2,10.038310453840166,65,60,75,15
7,4,0.75,69.2,9.63264651006559,70,65,75,10
7,4,1,69.15,8.906217326716606,70,65,75,10
7,5,-1,70,16.158932858054428,65,60,80,20
7,5,-0.75,68.85,15.437312138471713,65,60,75,15
7,5,-0.5,69.5,14.676649495168862,70,60,80,20
7,5,-0.25,69.7,14.682154357098163,70,60,75,15
7,5,0,70.25,12.52018572166765,70,60,80,20
7,5,0.25,69.25,11.942095141290592,65,60,75,15
7,5,0.5,68.8,11.058156640364084,65,60,75,15
7,5,0.75,67.75,8.886915816371433,67.5,60,75,15
7,5,1,69.75,7.989102426165131,70,65,75,10
7,6,-1,70.2,16.786237749352228,70,60,80,20
7,6,-0.75,69.1,14.811611606568624,70,60,75,15
7,6,-0.5,68.95,13.693893795145604,70,60,80,20
7,6,-0.25,69.55,13.009223612110716,70,60,75,15
7,6,0,69.5,13.190523074916285,67.5,60,80,20
7,6,0.25,68.6,10.89620451016191,70,60,75,15
7,6,0.5,69.15,9.745628390579682,70,60,75,15
7,6,0.75,68.5,9.306780410870433,67.5,60,75,15
7,6,1,68.65,7.414666056355656,70,65,75,10
7,7,-1,69,15.225576567676569,70,60,75,15
7,7,-0.75,69.85,15.642066437150893,70,60,80,20
7,7,-0.5,68.5,13.98953432774196,65,60,75,15
7,7,-0.25,68.25,12.660584664240591,65,60,75,15
7,7,0,68.3,13.223410522954577,65,60,75,15
7,7,0.25,69.35,11.251374775707827,70,60,75,15
7,7,0.5,68.3,10.279429296739517,70,60,75,15
7,7,0.75,70.95,9.55301528367358,70,65,75,10
7,7,1,69.4,8.173621034038757,70,65,75,10
7,8,-1,69.85,15.593559276479853,70,60,75,15
7,8,-0.75,69.3,14.05293024549857,65,60,80,20
7,8,-0.5,69.2,13.848385385227326,70,60,75,15
7,8,-0.25,68.3,12.617528292103023,65,60,75,15
7,8,0,68.1,12.34561223326496,65,60,75,15
7,8,0.25,69.8,11.847516041923571,70,60,76.25,16.25
7,8,0.5,68.2,9.962556160570703,70,60,75,15
7,8,0.75,69.75,9.491490074713445,70,65,75,10
7,8,1,68,7.587869106393281,65,60,75,15
7,9,-1,69.65,16.53363574992237,65,60,80,20
7,9,-0.75,68.75,14.483968846119268,65,60,75,15
7,9,-0.5,69.35,14.064336299859853,70,60,80,20
7,9,-0.25,68.8,13.20238729560038,70,60,80,20
7,9,0,68.6,12.8527008520357,67.5,60,75,15
7,9,0.25,67.65,10.81186684372614,65,60,75,15
7,9,0.5,69.85,10.858478975278521,70,63.75,75,11.25
7,9,0.75,68.95,9.725915604375475,70,60,75,15
7,9,1,68.55,7.292413381679136,70,65,75,10
7,10,-1,68.2,15.234198635990278,65,60,80,20
7,10,-0.75,70.1,15.906608752974407,65,60,80,20
7,10,-0.5,68.2,14.983492600360254,65,58.75,75,16.25
7,10,-0.25,68.85,13.481281448547445,70,60,75,15
7,10,0,68.9,11.818919945869364,70,60,75,15
7,10,0.25,69.1,12.047465050433395,70,60,75,15
7,10,0.5,68.75,11.018235573426226,65,60,75,15
7,10,0.75,67.45,8.918684280370579,70,60,75,15
7,10,1,68.95,7.222824372722344,70,65,75,10
8,1,-1,69.45,18.639252055050846,70,55,80,25
8,1,-0.75,69.15,17.306724914689298,65,55,80,25
8,1,-0.5,70.5,16.430139833534437,70,60,80,20
8,1,-0.25,70.1,14.97438891014666,70,60,76.25,16.25
8,1,0,68.5,13.304893912399377,65,60,75,15
8,1,0.25,69.05,12.425434163095234,70,60,75,15
8,1,0.5,68.35,9.771505678876887,70,63.75,75,11.25
8,1,0.75,70.35,9.514874055016612,70,65,75,10
8,1,1,68.25,6.940402864329413,70,65,75,10
8,2,-1,69.2,17.199365738834146,70,58.75,80,21.25
8,2,-0.75,69.9,16.726860996250277,70,60,80,20
8,2,-0.5,69.8,15.762120556715853,70,60,80,20
8,2,-0.25,69.35,14.901274435362225,70,60,80,20
8,2,0,67.8,11.176273569893093,70,60,75,15
8,2,0.25,68.65,12.590179754976743,70,60,75,15
8,2,0.5,69,10,70,60,75,15
8,2,0.75,69.6,8.838620487452333,70,65,75,10
8,2,1,69.7,7.31057073315377,70,65,75,10
8,3,-1,68.95,18.122687940308914,65,58.75,80,21.25
8,3,-0.75,68.9,16.990490507244566,65,60,80,20
8,3,-0.5,69.85,17.121889233057516,70,60,80,20
8,3,-0.25,70.35,15.460196530693805,70,60,80,20
8,3,0,68.75,13.584286079247164,67.5,60,75,15
8,3,0.25,68.65,11.631006105677317,70,60,75,15
8,3,0.5,70,11.590661514488048,70,60,75,15
8,3,0.75,68.85,9.207347746514873,65,63.75,75,11.25
8,3,1,70,6.741998624632421,70,65,75,10
8,4,-1,69.3,17.809599046071142,65,58.75,80,21.25
8,4,-0.75,68.9,16.46207763315433,65,60,80,20
8,4,-0.5,69.75,15.88110814646119,70,60,80,20
8,4,-0.25,68.9,14.452639477921943,70,60,75,15
8,4,0,68.7,13.901166290726266,65,60,75,15
8,4,0.25,69.2,12.033622929445679,70,60,75,15
8,4,0.5,68.5,11.601549879044592,65,60,75,15
8,4,0.75,69.2,7.968371822081942,70,65,75,10
8,4,1,69.2,7.061061241667987,70,65,75,10
8,5,-1,69.6,16.97710877099579,70,60,80,20
8,5,-0.75,69.75,16.16479214374577,70,60,76.25,16.25
8,5,-0.5,69.4,14.945692937222328,70,60,75,15
8,5,-0.25,69,13.87170654332921,70,60,76.25,16.25
8,5,0,69.75,12.172476819414852,70,60,80,20
8,5,0.25,69.15,12.24858268444875,70,60,75,15
8,5,0.5,69.8,11.189822215393827,70,60,75,15
8,5,0.75,69.25,9.111403666157962,70,60,75,15
8,5,1,69.95,7.436430934965042,70,65,75,10
8,6,-1,69.2,18.879201318494445,70,55,80,25
8,6,-0.75,69.35,17.169020138763088,70,55,80,25
8,6,-0.5,69.15,15.939516360861825,65,60,80,20
8,6,-0.25,69.75,14.39653086719509,70,60,80,20
8,6,0,69.05,12.903977149027593,70,60,75,15
8,6,0.25,69.5,12.643120059877816,70,60,75,15
8,6,0.5,69.85,11.134054594673573,70,65,75,10
8,6,0.75,69.8,8.254781289738338,70,65,75,10
8,6,1,70,8.348471099367218,70,65,75,10
8,7,-1,69.55,18.217194120285416,67.5,55,80,25
8,7,-0.75,68.45,16.386971296820786,65,60,80,20
8,7,-0.5,69.05,15.565031385133858,67.5,58.75,75,16.25
8,7,-0.25,69.15,13.854492762168151,70,60,75,15
8,7,0,69.5,13.171364716112317,70,60,80,20
8,7,0.25,69.45,12.388798296538823,70,60,75,15
8,7,0.5,69.05,9.966990974758083,70,60,75,15
8,7,0.75,69.2,9.992926791415309,70,65,75,10
8,7,1,70.1,7.246733851546606,70,65,75,10
8,8,-1,69.45,17.593832137795598,67.5,60,80,20
8,8,-0.75,69.8,16.110727964792762,70,60,80,20
8,8,-0.5,68.4,14.596941702654947,65,60,80,20
8,8,-0.25,68.95,13.638459434905974,70,60,75,15
8,8,0,68.1,13.61037928356239,67.5,60,76.25,16.25
8,8,0.25,68.35,11.850393165706283,70,60,75,15
8,8,0.5,69.15,10.684998451997638,70,60,75,15
8,8,0.75,68.8,8.590575056303262,70,65,75,10
8,8,1,68.65,7.277160896054911,70,65,75,10
8,9,-1,69.3,17.130220210039464,65,60,80,20
8,9,-0.75,69.05,17.169608456381717,70,58.75,80,21.25
8,9,-0.5,69.45,14.939186488202527,70,60,75,15
8,9,-0.25,69.15,13.763056243862305,70,60,75,15
8,9,0,68.15,13.000679857902693,65,60,75,15
8,9,0.25,68.75,11.577036657874837,70,60,75,15
8,9,0.5,69.25,11.13224001164041,70,60,75,15
8,9,0.75,68.9,7.706090992444768,70,65,75,10
8,9,1,69.5,6.609604276117344,70,65,75,10
8,10,-1,68.8,16.424298333797267,65,58.75,80,21.25
8,10,-0.75,67.85,14.995874853647672,65,60,75,15
8,10,-0.5,67.75,14.86258606859737,65,55,75,20
8,10,-0.25,68.5,13.862601385444117,70,60,75,15
8,10,0,70.5,14.133204687807885,70,60,80,20
8,10,0.25,70.5,12.11268639555948,70,63.75,75,11.25
8,10,0.5,69.5,10.552897060221726,70,65,75,10
8,10,0.75,69.5,9.4681816969503,70,60,75,15
8,10,1,68.2,7.437279832918169,70,65,70,5
